LEI,Name
549300FOO7XNZ1564N12,"Beverly Bank & Trust Company, National Association"
549300FP38S4QKHMX982,Stabil Balanceret KL
549300FP8XBL5CZKDM81,HP PRINTING AND COMPUTING SOLUTIONS SL
549300FPHBZGFVXJJX45,PENTAGRAM WEALTH MANAGEMENT SA
549300FPS0L2V2TAKK25,RENTOKIL INITIAL 1927 PLC
549300FPSYJVFTPAYC55,BANCO DE GUATEMALA
549300FPTTLE2R9UEE81,Nomura Bank (Schweiz) AG
549300FPV2EZMK6VYP96,UBA KENYA BANK LIMITED
549300FPXBFVBUHGVU73,State Street Services (Luxembourg) S.A.
549300FQFLY6N6DXP164,DEV. BANK OF THE PHILS.
549300FQN4T2J7VDAD82,聯邦商業銀行股份有限公司
549300FQRD4U11UVEN40,St. James Plaza Distributors Limited
549300FQUWVUPJ3L1W28,FREEMONT MANAGEMENT SA
549300FR0333EJPLMZ17,LONGVIEW PARTNERS LLP
549300FR3U1PB1Y6LV13,MAREX SPECTRON INTERNATIONAL LIMITED
549300FR80KBVO6DRL61,GS FINANCE CORP.
549300FR956J8UJDWQ78,BANCA CREDIFARMA S.P.A.
549300FRBP5L0O1HY885,Sparbanken Syd
549300FRU9FLMWI67N43,"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P."
549300FS8Q2T5RS0UE73,"CURVATURE SECURITIES, LLC"
549300FSBNOGRM9E0L70,Nordic Equities Förvaltnings Aktiebolag
549300FSLUWD8ETI2P24,OSTTRA LIMITED
549300FT36TF8GQFTL08,SANTANDER INVESTMENT SECURITIES INC.
549300FTE4GOTKGCTC85,UBS Securities Hong Kong Limited
549300FU88LM30I7P586,LLOYD'S REGISTER GROUP LIMITED
549300FVD71D2Q9TVR77,RADIN CAPITAL PARTNERS INC.
549300FVFD5HBP6XE830,OP Varainhoito Oy
549300FVJ3IB88LTR841,Stockman Bank of Montana
549300FVL7Q2SY501K38,EBIXCASH WORLD MONEY LIMITED
549300FVPWXG57TWN385,SPARKASSE NIEDERÖSTERREICH MITTE WEST AKTIENGESELLSCHAFT
549300FVV8VHKPMMRT38,ABRDN ASIA LIMITED
549300FW1U413IRXDZ86,Nordea Generationsfond Senior
549300FWBZ85PPXFLH91,VOLVO TREASURY NORTH AMERICA L.P.
549300FXBIWWGK7T0Y98,"""Swedbank"" AS"
549300FXL8SJSFBTQQ26,J.P. MORGAN MANSART MANAGEMENT LIMITED
549300FXO4ZXUIAXGP41,الشركة السعودية للطاقة
549300FY5PQTSMJKWY35,Convera Malta Financial Limited
549300FYN93WUMXNFM41,Westamerica Bank
549300FYQOZJ5FPFRH15,LARRAIN VIAL COLOMBIA S A COMISIONISTA DE BOLSA
549300FYVZ9Q6HREFP74,ステート・ストリート信託銀行株式会社
549300FZ417XL0BBLZ51,"SOUND POINT CAPITAL MANAGEMENT, LP"
549300FZB4XB5JCHXV67,"FIRST EAGLE INVESTMENT MANAGEMENT, LLC"
549300FZJCP0WM3QJH15,Peapack Private Bank & Trust
549300FZMI927JVROY25,株式会社SMBC信託銀行
549300FZTQNO0EOY4Y45,CASSA RURALE VAL DI NON - ROTALIANA E GIOVO - BANCA DI CREDITO COOPERATIVO SOCIETA' COOPERATIVA
549300G012A1BYW7RZ59,MANDG INVESTMENT MANAGERS (PTY) LTD
549300G0BRF4NTRXGW03,杰润（中国）商贸有限公司
549300G0RVHY0VSFWD76,PEPPERDINE UNIVERSITY
549300G13KP7NN0HZQ31,CITICORP MERCHANT BANK LIMITED
549300G1HRHO27VGH361,WORLD FIRST ASIA PTE. LTD.
549300G1JG004Y3K8S97,CENTRAL BANK OF NIGERIA
549300G1P6577D6TH121,SOGELIFE S.A.
549300G1S24HHV2HX706,CapitalatWork Foyer Group S.A.
549300G2EWXR3BRFKQ37,ROGALAND SPAREBANK
549300G2P8MX7J4PPT95,ISEC Services AB
549300G2Q3P6ZVNC1465,WHSP HOLDINGS PTY LIMITED
549300G3C8M0WXQCWH61,CAJA LABORAL POPULAR COOP DE CREDITO
549300G4CQJMNBDGI305,Bergs Securities AB
549300G4GEZ3XA3HPV97,WELLINGTON MANAGEMENT INTERNATIONAL LIMITED
549300G4NQWALE3GBW70,농업협동조합중앙회
549300G51T847KTJPJ43,"CAMBIAR INVESTORS, LLC"
549300G5331W09285383,BMO PRIVATE INVESTMENT COUNSEL INC.
549300G6DE5CLEBNZG48,Habib Canadian Bank
549300G6FJXXZCLA1068,株式会社埼玉りそな銀行
549300G6M80TK2Q8SO02,Mubasher Financial Services B.S.C. (C)
549300G6YW0676UM5S33,FAIRFAX UK HOLDINGS LIMITED
549300G6ZUFBJVLAJQ46,MERCURIA ENERGY TRADING SA
549300G7D3M2W356ZS32,PARADIGM CAPITAL INC.
549300G7EOUXG5MFVT16,American International Bank LLC
549300G7F252XC38AK19,NOBLE CLEAN FUELS LIMITED
549300G82IHLL5I26H31,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED, STOCKHOLM FILIAL"
549300G9N3NK9UM8KL46,ELQ INVESTORS IV LTD
549300GA3RS3DYEQGU89,Humle Kapitalförvaltning AB
549300GB85OJ8241D118,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS
549300GC21INBQ4L7O39,Söderberg & Partners Wealth Management AB
549300GC5MDF1KXYMP06,"AQR CAPITAL MANAGEMENT, LLC"
549300GCBXLLWN6OCX13,USD GOVERNMENT BONDS
549300GCEDD8YCF5WU84,MOODY'S CORPORATION
549300GCEP3NM7A1X491,TrustCo Bank
549300GCKIGJD6DZHF25,CURRENCYCLOUD PTY LTD
549300GCRU5QIM9WHM73,兆豐國際商業銀行股份有限公司
549300GCXSGKRE1V3767,OMERS CAPITAL MARKETS ASIA HOLDINGS PTE. LTD.
549300GCY00DCI8U3S02,"BNI - BANCO DE NEGÓCIOS INTERNACIONAL, S.A."
549300GD54M5D18LKU62,"Comfin, S.A."
549300GDMRAOFNOMKY53,BC PAYMENTS AUSTRALIA PTY LTD
549300GDPG70E3MBBU98,Kreditanstalt für Wiederaufbau
549300GDVJ4IYOMUZP32,FAISAL ISLAMIC BANK OF EGYPT
549300GEDGZ318BZNX82,"Northmill Bank AB, filial i Finland"
549300GEP62IUCL05M64,RBC Global Asset Management Inc.
549300GESLGUWWGJRM09,GOLDEN BAR (SECURITISATION) S.R.L.
549300GF62L1BQ3N3D92,"FOYSTON, GORDON & PAYNE INC."
549300GFJVPO0TG07M38,ATLANTIC SECURITIES LIMITED
549300GFRG6OK00RG957,St.Galler Kantonalbank AG
549300GGE58VFJE5KJ70,INSTABANK ASA
549300GGFLRSTQ15VF10,GOLDMAN SACHS AUSTRALIA PTY LTD
549300GGZN1RFPRZS880,UAB GF bankas
549300GH3DFCXVNBHE59,"""SWEDBANK"", AB"
549300GH8KY3M2QD3W46,AMERICAN EXPRESS SERVICES EUROPE LIMITED
549300GHBMY8T5GXDE41,UNITEDHEALTH GROUP INCORPORATED
549300GHCCJWKY72R127,PIMCO EUROPE LTD
549300GHOPVI63L3CV78,YORAM LIMITED
549300GIWCYFWC3THC56,Mangold Fondkommission AB
549300GIXEN5875K5W17,Horicon Bank
549300GJDYJNN6MDVX74,株式会社常陽銀行
549300GJG1KI5NK5HG05,ARAB BANK (SWITZERLAND) LTD.
549300GJTSW5MY3HJ702,"MIDDLE EAST BANK, MUNICH BRANCH"
549300GJUS3RD4RG4D56,Principal Bank
549300GK65M93DFOBG64,Gerald Metals Sàrl
549300GK9KWVQKHQ5S16,JUPITER ASSET MANAGEMENT LIMITED
549300GKFG0RYRRQ1414,DNB BANK ASA
549300GKFVWI02JQ5332,ABERTIS INFRAESTRUCTURAS SA
549300GKK294V7W57P06,Olin Corporation
549300GL1JOQ7TI73B39,CALIFORNIA STATE TEACHERS' RETIREMENT SYSTEM
549300GLJYPQ5MNW0Q85,SEQR Payments AB
549300GLON6NCPMZSN90,LGT Capital Partners AG
549300GLSRLI7IDE3Z66,Finarbit AG
549300GM4U2N91LN4698,GOLDMAN SACHS (ASIA PACIFIC) L.L.C.
549300GM5MYK4SWM4B33,PEEL HUNT INC.
549300GM9K6LH4B5UB57,Liberty Mutual Holding Company Inc.
549300GM9S3NF3LN8U50,NIKE TERRA LLC
549300GMW50UQLFLHV20,Essity Treasury AB
549300GMXJ4QK70UOU68,MOODY'S ITALIA S.R.L.
549300GN1OZCOY5S7285,BANQUE CPH
549300GNC7CO2W8SMF50,BANK OF AFRICA TANZANIA LIMITED
549300GO4DX1OE3MT584,KentBank dioničko društvo
549300GO7SF5HVVJOX58,Absalon Capital Fondsmæglerselskab A/S
549300GOANEUFIDND260,JAMUNA BANK PLC
549300GOPH3KDGIKIU33,LATINO COMMUNITY CREDIT UNION
549300GOPVLTY8C8IN16,"GUGGENHEIM CAPITAL, LLC"
549300GOQKT1GAWYRL17,PRIVATBANK BELLERIVE AG
549300GOZ5VCT8XKSE32,"GW&K INVESTMENT MANAGEMENT, LLC"
549300GOZMQ1TFNZQB60,CITCO FINANCIAL PRODUCTS (LONDON) LIMITED
549300GPUSUTJ741PG93,SYMETRA INVESTMENT MANAGEMENT COMPANY
549300GPWSKE78KYBD18,TWO SIGMA SECURITIES UK LIMITED
549300GQCZVXBZ1VSR12,BOUSSARD & GAVAUDAN INVESTMENT MANAGEMENT LLP
549300GQZVOFMMC77O33,APS ASSET MANAGEMENT PTE LTD
549300GR6DZ97DTA7913,"CAIXA ECONÓMICA DA MISERICÓRDIA DE ANGRA DO HEROÍSMO, CAIXA ECONÓMICA BANCÁRIA, S.A."
549300GRB2L2PD7VJD35,UAB FMĮ OSUM Securities
549300GRMW61KES0F661,UAE EXCHANGE CENTRE LLC
549300GRQCWQ3XGH0H10,PIPER SANDLER & CO.
549300GRRAF98H6WCX60,HIDDEN ROAD PARTNERS CIV US LLC
549300GRXFI7D6PNEA68,BANCA AKROS SPA
549300GS0W0TEUQS8571,"Morgan Stanley Private Bank, National Association"
549300GSODGFCDQ3DI89,AMCOR PLC
549300GSSPQ1QSKI1376,BANK PICTET & CIE (EUROPE) AG
549300GSYIBSO9N4PB10,CONSUMERS CREDIT UNION
549300GTEHN7YF85CX81,FONDACO SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A.
549300GTTTYDW9YAUL53,TAIYO PACIFIC PARTNERS L.P.
549300GTXY7AM8BMMB87,FOUNDEVER OPERATING CORPORATION
549300GU3WB221KOYG86,SWEDISH INTERNATIONAL HOLDING AB
549300GUAMON5OX2OO54,CREDIT SUISSE (UK) LIMITED
549300GVM9BQWJXPI223,INTERACTIVE BROKERS (U.K.) LIMITED
549300GW1GZ75KNZYX18,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE
549300GW5G8DI3A6KT57,ZODIA CUSTODY LIMITED
549300GWD9H4FQ2VR805,"UBS Bank USA, National Association"
549300GWG5DD04NREX98,"CHINA MERCHANTS SECURITIES INVESTMENT MANAGEMENT (HK) CO., LIMITED"
549300GWSBQN4JDTDV40,Global Small Cap KL
549300GX4FPMFF91RJ37,MACQUARIE CAPITAL (EUROPE) LIMITED
549300GXM5ZGZJXZ1Y74,"MARTINGALE ASSET MANAGEMENT, L.P."
549300GYK7N8U42X9587,Five Star Bank
549300GYMDP10GGMLF50,"Golden Bank, National Association"
549300GYXV0GKGK5J765,PYRENEES ACQUISITIONS LIMITED
549300GZ04VJ5HQF0H36,MOMentum Alternative Investments SA
549300GZ34UTKQH0RT22,"BAIN CAPITAL PRIVATE EQUITY, LP"
549300GZLN4QH0YBEL90,BANCO BICE
549300GZY55UGMUMI322,SmartBank
549300H0QDQHRJXRM779,PARETO SECURITIES AS
549300H1JNU0HLNFU552,BANCO BBVA PERU
549300H1O5NPX749PO27,ムーディーズ・ジャパン株式会社
549300H26KDS3NKVP242,AMALTHEE GESTION
549300H2EAI4YRLWBB20,Wilmar International Limited
549300H2FBT9CCBTQY78,STATE STREET BANK INTERNATIONAL GMBH
549300H2GQ5FMZJTSV18,"VALIANT CAPITAL MANAGEMENT, L.P."
549300H316CT32FQXI76,ATHENE HOLDING LTD.
549300H3F1P2EQW0FC36,The Bank of Tampa
549300H3PKOQSQPFL934,ZAI AUSTRALIA PTY LTD
549300H3Y6CV0C6O2A59,SAMSUNG ELECTRONICS AUSTRIA GMBH.
549300H3YPB6EJ1RV917,First Bank of Berne
549300H47WTHXPU08X20,FIXED INCOME CLEARING CORPORATION
549300H4DRA43I4QJI74,SMARTCITY
549300H4IOG5LW5HQP63,KOHLER CO.
549300H60Y2DUDX1VM52,HOLD Alapkezelő Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság
549300H62SNDRT0PS319,INTESA SANPAOLO BANK LUXEMBOURG S.A.
549300H6HORS73ZGX051,FUNDO DE GARANTIA DE CREDITO AGRÍCOLA MUTUO
549300H6TOJW23N9MZ20,株式会社　北陸銀行
549300H78CKL2ZTQTD26,"CGS International Securities USA, Inc."
549300H7EXFMRS487544,Metropolitan Life Insurance Company
549300H8L46OOZOFHU82,Canadian Imperial Bank Of Commerce
549300H8NA7JBJ225007,SOCIÉTÉ GÉNÉRALE GUINÉE
549300H8QJNF9O127E84,Sterling Capital Management LLC
549300H8VV043UPPN494,Scotiabank (Bahamas) Limited
549300H90VV8DK5UM624,FLOW TRADERS U.S. INSTITUTIONAL TRADING LLC
549300HB00TB2OW09K04,UNIVERSAL MUSIC GROUP TREASURY SAS
549300HB4KPIVCPU6W16,FIAT CHRYSLER FINANCE S.P.A.
549300HB5UIU62VI4S77,JH INVESTMENTS (DELAWARE) LLC
549300HBJLRO8YFMI370,The Depository Trust Company
549300HBUGSQD1VCXG94,中国民生银行股份有限公司
549300HBUNHZ41EGEU21,Business Development Bank of Canada
549300HBYTOFMPCTSB79,EATON VANCE MANAGEMENT (INTERNATIONAL) LIMITED
549300HC6W6OEXV7SY67,بنك مسقط
549300HCNXMTNGIMAR91,United Nations Federal Credit Union
549300HCVL7RP9R6YK30,WORLD FIRST PTY LTD
549300HDF99L84TF2D68,مجموعة الخطوط الجوية القطرية
549300HE1YLI2F7GWC55,UNILEVER FINANCE INTERNATIONAL AG
549300HE7JBDPBZFCT19,"CROW POINT PARTNERS, LLC"
549300HE8I5BAH78Z875,KBC Asset Management
549300HEJK1QY30BWK41,BIOTECH
549300HEWVOGS3X2MA10,益群證券有限公司
549300HEYP0HGEVT8L46,CITCO BANKING CORPORATION N.V.
549300HF45VBQ8L4HF36,STANBIC BANK ZAMBIA LIMITED
549300HFEHJOXGE4ZE63,SFIL
549300HFHGOLW672FG74,SUNRISE BROKERS LLP
549300HFIB2GRUMDID72,株式会社リコー
549300HFW4QUVXW50634,PROVIDENT ADVISORS LLC
549300HFXRW8BZRK3J17,JUMP TRADING EUROPE B.V.
549300HFZ79K1KSXJU45,BLUECREST CAPITAL MANAGEMENT (UK) LLP
549300HGDJQ37M5BE268,"INB, National Association"
549300HGG1HANHW7SB47,BANCO J.P. MORGAN COLOMBIA S.A
549300HGO9PC9HHUBW30,TACONIC CAPITAL ADVISORS L.P.
549300HGV012CNC8JD22,Aktiebolaget Volvo
549300HH7ZKU17SIO079,ALGERT GLOBAL LLC
549300HHDH8V7N22JR54,EDWARD JONES
549300HHFZ79VGRYE473,GTS FI B.V.
549300HI3FIGFR7SU483,Piscataqua Savings Bank
549300HI3GYE86825R87,BANK J. SAFRA SARASIN (GIBRALTAR) LTD
549300HIK4TTS0OCL437,SMBC日興証券株式会社
549300HJBGCOVO2MLG52,株式会社レゾナック
549300HJD00HOXYCA262,ธนาคารแห่งประเทศไทย
549300HJD8NEGT71RF07,BlackBerry Limited
549300HJFRP8GNBWY020,GLOBAL CURRENCY SERVICES INC.
549300HJQJ15MZML2E03,MONEYWAY FINANCIAL GROUP CORP.
549300HJQPMYW2PURA72,MORGAN STANLEY FUND ADVISOR IFSC PRIVATE LIMITED
549300HKUUXZWI5S5047,ATLANTIC PARTNERS ASIA (SG) PTE. LTD.
549300HKYBSATM44Q425,"The Washington Trust Company, of Westerly"
549300HLPEQ31HY26E57,Bankhometown
549300HLRMSZ6BUWED14,PT NOMURA SEKURITAS INDONESIA
549300HLUOQ4ZGINVI30,DCB BANK LIMITED
549300HLUZPRXNY01L75,TOGETHR TRUSTEES PTY LTD
549300HM4HEVJSKTDN54,霸菱資產管理(亞洲)有限公司
549300HM84IFXD1X6652,CASSA RURALE VALSUGANA E TESINO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA
549300HMJRYVBYQOZ025,GLOBAL MEGATREND SELECTION
549300HMTMNNSEFN9D07,CANSO INVESTMENT COUNSEL LTD.
549300HN0XPLCFCUIL94,"THE BAUPOST GROUP, L.L.C."
549300HN4MS4YAV3YF72,Moody’s Local MX S.A. de C.V.I. Calificadora de Valores
549300HN4UKV1E2R3U73,"BOFA SECURITIES, INC."
549300HNJMXMN92LZ393,南方東英資產管理有限公司
549300HNMUG8WS7JLL28,The Citizens National Bank of Bluffton
549300HNOCFVJN7H7J64,Market Wizards B.V.
549300HNOEWVOXIE8187,SPP Spar AB
549300HO5WFZUT5N2T22,HOWMET AEROSPACE INC.
549300HOCMBILHOKIF93,BOUND RATES LIMITED
549300HOCPXIDHGFIQ97,MOODY'S CANADA INC.
549300HONNZES9JKE471,Banco Consorcio
549300HOX7RSQ1OIMU32,FARRINGDON STREET L.P.
549300HPPHXGN29XSC24,GS LOGISTICS HOLDINGS LTD
549300HQCTVA2RJNC138,BLACKROCK LIFE LIMITED
549300HQF0CKXWS4CJ46,BCC FINANCING S.P.A.
549300HQW3FSOL75WC88,First County Bank
549300HQX8YVDUZCTK05,KNIGHTS OF COLUMBUS ASSET ADVISORS LLC
549300HR1PFH1I522K11,SUN LIFE FINANCIAL TRUST INC.
549300HS42SEOHJU6P64,Taurus Funds Management Pty Limited
549300HST49806XTCK29,شركة جي بي مورقان العربيةالسعودية شركة
549300HSWKGX7HDSBC31,Società Bancaria Ticinese SA
549300HT66F3HW6NWF64,NATIONAL COMMERCIAL BANK
549300HTGDOVDU6OGK19,EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT
549300HTKXGML0SZVN92,"QIK BANCO DIGITAL DOMINICANO, S.A. -BANCO MULTIPLE"
549300HTWZSIRRZQ2683,AUSTREO COMMERCIAL VENTURES PTY LTD
549300HU8OQS1VTVXN55,Banco Itau Uruguay S.A.
549300HUC4LOMA9OKQ03,SG HISCOCK & COMPANY LIMITED
549300HUCLV2DB1T8U76,CIMB BANK BERHAD
549300HUKIA1IZQHFZ83,ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG
549300HUQGP330HMFS40,CASA DE BOLSA BBVA MEXICO SA DE CV GRUPO FINANCIERO BBVA MEXICO
549300HVNWMJPOFVNI41,AXIS BANK LIMITED
549300HVQM9AK48FWJ59,Texas Permanent School Fund Corporation
549300HVTWB0GJZ16V92,"JD.com, Inc."
549300HW6Q43WKYCB077,Carnegie Fonder AB
549300HWF93HB8BDM648,"VIRTUS INVESTMENT PARTNERS, INC."
549300HWWR1D8OTS2G29,"ICE CLEAR U.S., INC."
549300HXFQKKZG38VQ37,Shinhan Bank Canada
549300HXJLXCPDWAH070,"JANE STREET EXECUTION SERVICES, LLC"
549300HXOCTXFFW8RD19,Everspring OÜ
549300HXQQQCCUBS2Z23,Royal Bank of Canada - WFC Branch
549300HXY7FKPEKW6Q38,Kommune I
549300HYGYJKXU2J8X74,United Nations
549300HYJ8M4BZGBVY86,Coeli Wealth Management AB
549300HYQ08YB71NN340,ASPECT CAPITAL LIMITED
549300HZ0QH0BYNUF136,CIBC Cayman Bank Limited
549300HZ8J3MLVXQ8F85,PT BANK NEGARA INDONESIA (PERSERO) TBK
549300HZKOE06M36JM93,板信商業銀行股份有限公司
549300HZL4BUX1HYKS61,SAMSUNG ELECTRONICS SWITZERLAND GMBH
549300HZOV3ENYNPCW61,"UNICRE - INSTITUIÇÃO FINANCEIRA DE CRÉDITO, S.A."
549300HZS7YBIRN5GG10,SOCIÉTÉ GÉNÉRALE CALEDONIENNE DE BANQUE
549300HZZA8KEK9MI141,Nordea Stratega 35
549300I08UA8SMJON743,DUFRY INTERNATIONAL AG
549300I0G4630QALCU43,GREEN PIER FINTECH LLC
549300I1B1U1HB4HRH77,บริษัท ธนาคารกรุงศรีอยุธยา จำกัด (มหาชน)
549300I1NMOBS4B1LT88,LUXOTTICA GROUP SPA
549300I209J79YKTCL23,GAM (U.K.) LIMITED
549300I2DDZTVYCVCY25,GS FUNDING EUROPE
549300I3SQGHOJ3O1P34,Sijoitusrahasto Nordea Säästö 75
549300I3U59T2U620T86,SCULPTOR CAPITAL MANAGEMENT EUROPE LIMITED
549300I3ZBJQDXA7AS20,SKJERN BANK A/S
549300I48OJHSE9OZS95,Аларик Секюритис
549300I4B1CR8KDREL11,TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SPÓŁKA AKCYJNA
549300I4FIV0GPT5LF55,BEST INVESTMENTS (DELAWARE) L.L.C.
549300I4GMO6D34U1T02,LAM RESEARCH CORPORATION
549300I5GBQ9DPI6AQ86,Obligationer
549300I5OQCDADQSPI57,住友生命保険相互会社
549300I60GKWXEE6II40,FIIG SECURITIES LIMITED
549300I68TD716GMAB09,"M.Y. Safra Bank, FSB"
549300I6K0JHSVK8I066,みずほ証券株式会社
549300I6K3WGNOSQZB08,Al Nile Bank for Commerce & Development CO.
549300I6LVKZW70C2U42,GTS EXECUTION SERVICES LLC
549300I6ZHZC8YMWH735,شركة صدارة للكيميائيات
549300I70EP612DH5T64,PICTET OVERSEAS INC.
549300I7J0AYIGH3S098,"CONTINUOUS CAPITAL, LLC"
549300I7JYZHT7D5CO04,"SANFORD C. BERNSTEIN & CO., LLC"
549300I7OIUB41P86L19,BANCA SELLA - S.P.A.
549300I888XKUQATBC68,RHB INVESTMENT BANK BERHAD
549300I8FH314U10ZK71,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA
549300I8LYOK91HBX439,Prudential Distribution Limited
549300I8X15KSI64Y307,"IMPERIAL CAPITAL, LLC"
549300I8YO3YP10K4M03,"REN - REDE ELÉCTRICA NACIONAL, S.A."
549300I8ZHP6YHTW4843,Parkside Financial Bank & Trust
549300I950EBZA8WVN44,THREADNEEDLE ASSET MANAGEMENT LIMITED
549300I9JG0JCJPKA680,Sijoitusrahasto Nordea Säästö 30
549300I9WRBRFYSQB633,株式会社第四北越銀行
549300IB0Z8F74QQ6V24,ACA SA SOCIEDAD DE VALORES
549300IBT66DQE0R7L71,BRAC EPL STOCK BROKERAGE LIMITED
549300IBZWZL1KTPF918,ASB BANK LIMITED
549300ICEK1VVZC9R735,BENEFIT TRUST COMPANY
549300ICEWWNWCQ3K855,ADMIRAL MARKETS UK LTD
549300IDUXOP6HUDV878,North American Banking Company
549300IE7Q45PYC8TW17,BTG PACTUAL GLOBAL ASSET MANAGEMENT LIMITED
549300IEQ7T1V5YROD12,FIL Investment Management (Australia) Limited
549300IEVCBWVV97WC81,Kommunalkredit Austria AG
549300IFGBDZQE2NZG16,"DEEL, INC."
549300IFL3XJKTRHZ480,HR RATINGS DE MEXICO SA DE CV
549300IFOE4SCP384147,University Bank
549300IGECXJZ184KV64,Pacific National Bank
549300IGVRJKAFTG2F34,BANCA ALTA TOSCANA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA
549300IGYI0G23DXNH83,TECH DATA GLOBAL FINANCE L.P.
549300IH6530YSK1ED94,Sijoitusrahasto Nordea Finnish Enhanced
549300IHBDUTUNQJJB79,AGFA-GEVAERT
549300IHIJ7SCANBWN17,"ABLV Bank, AS"
549300IHKL0WTV30Z357,"M.D. Sass, LLC"
549300IHNQOYDXR2OU02,CONNING ASSET MANAGEMENT LIMITED
549300IHT3UMGTGZSX08,NinePoint Partners LP
549300IHXG0F2386L588,Solevo Suisse SA
549300IHXQVKBQBET197,BANQUE CALEDONIENNE D'INVESTISSEMENT
549300II25ZWSHX8W615,TEACHERS MUTUAL BANK LIMITED
549300IIBEBN6YD2ZF72,TREK BICYCLE CORPORATION
549300IIEMUGQ2EOPQ87,AFRO INTERNATIONAL (U.K.) LIMITED
549300IINZTQS0WPMV84,"Bocage Capital, LLC"
549300IJC8BVICB93146,"PARADIGM ASSET MANAGEMENT COMPANY, L.L.C."
549300IJCOAVVTB9XV81,CITIGROUP GLOBAL MARKETS HONG KONG HOLDINGS LIMITED
549300IJV8X2BVHFN697,"MIZUHO BANK, LTD."
549300IK25CZHKVLAL89,SEFE MARKETING & TRADING LIMITED
549300IK95C59T7Z9K45,BANQUE RICHELIEU GCC LIMITED
549300IKNU8A627GPM07,BANCO BMG S.A
549300IKYYXPGBS8SS38,Beneva inc.
549300ILSMS2BO16P227,DUET ASSET MANAGEMENT LIMITED
549300IMBXQ8SGH3HJ31,COMMERZ MARKETS LLC
549300IMLK876H8BDA38,"CREDITO COOPERATIVO RAVENNATE, FORLIVESE E IMOLESE SOCIETA' COOPERATIVA IN BREVE ANCHE LA BCC RAVENNATE, FORLIVESE E IMOLESE SOC. COOP."
549300IMX0KM56ICSH06,ベアリングス・ジャパン株式会社
549300INVP71EOYOVV10,TAILOR AM
549300IOFUQ8JIFJOY25,損害保険ジャパン株式会社
549300IOQIYE6OVIZL48,BANK OF BEIRUT S.A.L
549300IOW92TBZQIR750,ALVEAN SUGAR SOCIEDAD LIMITADA
549300IPJJS0DK6UEY77,BRACCO S.P.A.
549300IPSO7UOP2K4880,LOMBARD ODIER (EUROPE) S.A. SUCCURSALE EN FRANCE
549300IQ5NY7CSJLZW53,FIRST BANK & TRUST
549300IQ650PPXM76X03,SINGAPORE EXCHANGE LIMITED
549300IQTYC8XXQ6C338,MAKOR SECURITIES LONDON LTD
549300IRCCFFAE30FT55,BP FRANCE
549300IRDTHJQ1PVET45,FREEPORT-MCMORAN INC.
549300IRGNL8Q3O8Y413,ЮРОБАНК БЪЛГАРИЯ
549300ISNP33VX5SGO89,JEFFERIES (AUSTRALIA) SECURITIES PTY LTD
549300ISVYA7FDZI6E62,ECONOCOM FINANCE
549300IT7UNQ8N8BKN45,SØNDERHÅ-HØRSTED SPAREKASSE
549300ITFBNFH0H6FK36,ธนาคารเพื่อการส่งออกและนำเข้าแห่งประเทศไทย
549300ITSSRJFIRUHM73,ធនាគារជាតិនៃកម្ពុជា
549300IU1B6Z4VKE3Y87,POLUS CAPITAL MANAGEMENT LIMITED
549300IUOQXDZBVFHK88,Intesa Sanpaolo banka d.d. Bosna i Hercegovina
549300IUR8Q7Y44KBL02,Eimskipafélag Íslands hf.
549300IUT8F6T4KV4469,NESTLE BRASIL LTDA.
549300IV6O2YY2A1KH37,OLD REPUBLIC INTERNATIONAL CORPORATION
549300IVCLHPHPOYT226,WESTERN ASSET MANAGEMENT COMPANY LIMITED
549300IVDRYC7JY3QC31,VENTUM FINANCIAL CORP.
549300IVURCTJ6QVMD67,First Financial Bank
549300IVVSB5MBTQRT37,TP ICAP GROUP SERVICES LIMITED
549300IVZNUXNLQY6W19,VENUS MANAGEMENT COMPANY S.A.M.
549300IW7540H8HM8F38,"HPS INVESTMENT PARTNERS, LLC"
549300IXBPBVL5LE2350,SWISS-ASIA FINANCIAL SERVICES PTE. LTD.
549300IXL0NHY6E5W175,CREDIT AGRICOLE DU MAROC
549300IXP5DNWSGY6F96,"Intrust Bank, National Association"
549300IXPCRIG6GX2F40,"Advent International, L.P."
549300IXTYUJMTVT2D95,CONVERSE RUN STAR LLC
549300IXU82PMU6XZT45,HILLTOP SECURITIES INC.
549300IY1OLR4ILFDQ89,Sijoitusrahasto Nora Four (NOK)
549300IY6A4IPIRLLX57,"DEPARTMENT OF FINANCE, GOVERNMENT OF DUBAI"
549300IYLFG4F0FOOG36,SHORT-TERM EMERGING LOCAL CURRENCY DEBT
